from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
4041	4060	JAX00214999	UNC30354727	20	43205190	43389237	chr19	6.00773919713516
4061	4080	UNC30354821	JAX00478162	20	43405393	43611089	chr19	6.00791054709212
4081	4100	JAX00478163	UNC30360291	20	43612143	43795044	chr19	5.9841930330626
4101	4120	JAX00478211	JAX00478247	20	43797780	43975129	chr19	5.98667880284312
4121	4140	UNC30363308	JAX00478284	20	44004170	44119349	chr19	5.9909520643139
4141	4160	JAX00478285	UNC30367183	20	44121992	44276519	chr19	5.99398340979858
4161	4180	JAX00089348	JAX00478347	20	44282064	44404649	chr19	6.21693936614455
4181	4200	JAX00478348	UNC30371336	20	44409801	44547560	chr19	6.33708644003433
4201	4220	JAX00478404	JAX00478441	20	44548603	44623800	chr19	6.4120186096525
4221	4240	UNC30372847	UNC30374511	20	44625710	44738080	chr19	6.63458257612483
4241	4260	JAX00478486	UNC30375376	20	44739139	44816026	chr19	6.60089821340288
4261	4280	UNC30375391	JAX00089403	20	44819681	45007357	chr19	6.48041920276529
4281	4300	JAX00478541	JAX00478587	20	45016579	45194499	chr19	6.46788143210827
4301	4320	backupUNC190204157	UNC30382053	20	45198724	45362158	chr19	5.97017679131891
4321	4340	JAX00089434	JAX00478655	20	45406119	45532044	chr19	5.96531018789187
4341	4360	UNC30383779	UNC30385989	20	45539796	45727548	chr19	5.94502096979563
4361	4380	JAX00478684	UNC30387430	20	45736888	45858337	chr19	5.92638003785208
4381	4400	UNC30387899	UNC30389045	20	45886468	45969273	chr19	5.92515439824763
4401	4420	JAX00478731	JAX00478766	20	45970687	46106630	chr19	5.86640747462054
4421	4440	UNC30391332	JAX00478800	20	46115700	46336193	chr19	5.62578442854808
4441	4460	JAX00478801	JAX00089528	20	46339250	46677995	chr19	5.61455654251499
4461	4480	UNC30398162	JAX00478899	20	46699728	46883096	chr19	5.98528695015492
4481	4500	JAX00478901	JAX00478947	20	46883454	47002896	chr19	6.10560031800453
4501	4520	JAX00478948	UNC30404798	20	47009143	47170724	chr19	6.27661654316434
4521	4540	JAX00478988	JAX00479033	20	47171425	47326701	chr19	6.44775908500451
4541	4560	UNC30407806	JAX00479110	20	47339505	47510840	chr19	6.47029400772531
4561	4580	JAX00479116	JAX00479157	20	47521390	47751530	chr19	6.55341542173586
4581	4600	UNC30414721	JAX00479208	20	47753084	47932364	chr19	6.59594409458314
4601	4620	JAX00479210	JAX00479237	20	47939163	48017340	chr19	6.62319594317283
4621	4640	UNC30418961	JAX00479266	20	48021539	48121061	chr19	6.64281131471915
4641	4660	JAX00479270	JAX00479291	20	48122276	48227989	chr19	6.65907243589742
4661	4680	JAX00479293	UNC30424881	20	48228931	48339173	chr19	6.47996039426053
4681	4700	UNC30425061	JAX00089662	20	48347317	48448365	chr19	6.46850773370169
4701	4720	JAX00479340	JAX00089669	20	48453203	48572885	chr19	6.42826108973541
4721	4740	JAX00089671	UNC30429526	20	48573493	48678430	chr19	6.46360808998773
4741	4760	UNC30429611	JAX00089693	20	48687714	48879824	chr19	6.49560182756217
4761	4780	UNC30431845	JAX00479428	20	48903854	49191590	chr19	6.55399101079068
4781	4800	UNC30435258	JAX00479465	20	49224626	49516130	chr19	6.62710540701968
4801	4820	JAX00479467	UNC30443003	20	49525279	49809947	chr19	6.74353158843078
4821	4840	JAX00479495	JAX00479547	20	49821187	50106928	chr19	6.65628138801469
4841	4860	JAX00089786	JAX00479574	20	50119657	50273054	chr19	6.67370983055796
4861	4880	JAX00089800	JAX00089809	20	50274985	50399714	chr19	6.67462773686807
4881	4900	UNC30452657	UNC30454711	20	50406781	50538342	chr19	6.65796249139751
4901	4920	UNC30454854	JAX00479673	20	50545998	50664017	chr19	6.64382121461201
4921	4940	UNC30456992	JAX00089841	20	50678097	50838023	chr19	6.62772694812002
4941	4960	UNC30460099	JAX00479770	20	50864661	51091445	chr19	6.60545183265763
4961	4980	JAX00479772	JAX00479801	20	51092628	51267915	chr19	6.58571844167877
4981	5000	JAX00089874	JAX00479845	20	51279088	51487393	chr19	6.56670124486702
5001	5020	UNC30474069	JAX00089912	20	51500457	51797493	chr19	6.55805039274606
5021	5040	UNC30479003	JAX00479946	20	51822102	52073767	chr19	6.55865197384821
5041	5060	JAX00479947	JAX00479987	20	52075018	52338948	chr19	6.43159200541577
5061	5080	JAX00479995	JAX00089977	20	52353288	52659909	chr19	6.35816812940328
5081	5100	JAX00480055	JAX00480100	20	52661356	52910412	chr19	6.29539020754016
5101	5120	JAX00089998	UNC30502881	20	52938443	53155189	chr19	6.2896020470394
5121	5140	JAX00090014	JAX00090024	20	53157579	53283696	chr19	6.28669908428377
5141	5160	UNC30504421	UNC30506059	20	53292931	53463748	chr19	6.28219420780271
5161	5180	UNC30506243	JAX00480263	20	53480052	53589132	chr19	6.27967653085624
5181	5200	UNC30507926	JAX00480279	20	53589923	53689126	chr19	6.27714896666196
5201	5220	JAX00480282	UNC30509994	20	53691849	53770081	chr19	6.08109162846918
5221	5240	UNC30510181	JAX00480341	20	53781184	53931590	chr19	5.80433178904507
5241	5260	UNC30512711	UNC30514064	20	53932589	54053144	chr19	5.80292246125452
5261	5280	UNC30514273	UNC30517540	20	54088971	54287848	chr19	5.80089360027852
5281	5300	UNC30517806	JAX00090114	20	54300526	54481551	chr19	5.79855036083131
5301	5320	backupUNC190091032	JAX00480474	20	54483936	54641477	chr19	5.79808144176587
5321	5340	JAX00480475	JAX00480500	20	54643703	54851084	chr19	5.79770539902806
5341	5360	JAX00480501	JAX00480543	20	54854457	55069268	chr19	5.79763147763013
5361	5380	JAX00480547	JAX00480591	20	55079156	55234389	chr19	5.79799903105314
5381	5400	JAX00480592	JAX00215274	20	55235690	55369748	chr19	5.79818766525361
5401	5420	UNC30533361	UNC30536261	20	55371450	55579064	chr19	5.79812109772981
5421	5440	UNC190092662	JAX00090210	20	55583494	55758396	chr19	5.76173436792897
5441	5460	UNC30538985	UNC30542110	20	55761283	56001390	chr19	5.76343430657463
5461	5480	JAX00480807	UNC30544538	20	56021098	56175588	chr19	5.76612040256396
5481	5500	UNC30544883	JAX00480868	20	56194307	56310927	chr19	5.76543022505569
5501	5520	JAX00090254	JAX00215298	20	56357272	56516065	chr19	5.85308619629879
5521	5540	JAX00215299	JAX00480968	20	56516091	56684299	chr19	6.00939250263268
5541	5560	UNC30552172	JAX00090294	20	56698329	56864318	chr19	6.15871199363924
5561	5580	UNC30554251	UNC30556245	20	56871130	57011545	chr19	6.17315260915016
5581	5600	JAX00481052	UNC30558073	20	57014364	57105715	chr19	6.18095203657565
5601	5620	JAX00481087	UNC30560062	20	57113124	57202712	chr19	6.18473163078091
5621	5640	JAX00090319	UNC30561916	20	57209248	57306031	chr19	6.22577510520496
5641	5660	JAX00090326	UNC30564127	20	57315199	57447635	chr19	6.33469922463379
5661	5680	JAX00481205	JAX00481234	20	57450352	57536916	chr19	6.28691841593514
5681	5700	UNC30565277	UNC30566882	20	57541154	57665620	chr19	6.28480346866907
5701	5720	JAX00481268	UNC30568260	20	57670568	57767260	chr19	6.51847816683163
5721	5740	UNC30568374	UNC30570469	20	57775506	57909478	chr19	6.52077310420977
5741	5760	UNC30570564	UNC30572671	20	57917048	58089140	chr19	6.5244989906654
5761	5780	JAX00481341	UNC30574071	20	58098207	58191356	chr19	6.53788768158961
5781	5800	JAX00481379	JAX00481409	20	58193108	58332195	chr19	6.88348491538488
5801	5820	UNC30576028	UNC30577328	20	58337113	58439491	chr19	6.96300150402813
5821	5840	UNC30577415	JAX00481487	20	58447889	58531230	chr19	6.96288034484605
5841	5860	UNC30578421	UNC30580022	20	58538317	58675939	chr19	6.96228064411773
5861	5880	UNC30580062	UNC30580578	20	58680994	58730945	chr19	6.96247026929073
5881	5900	UNC30580596	UNC30581796	20	58732035	58849229	chr19	6.96183485927403
5901	5920	JAX00090442	JAX00481595	20	58851712	59007833	chr19	6.9611852376256
5921	5940	JAX00481598	UNC30585694	20	59010051	59206929	chr19	6.85749378410453
5941	5960	JAX00481637	JAX00481661	20	59212484	59361657	chr19	7.04702718499876
5961	5980	UNC30587668	UNC30589004	20	59380565	59519291	chr19	7.18088116999232
5981	6000	UNC_rs36361331	UNC30591432	20	59521312	59737646	chr19	7.20400996958719
6001	6020	UNC30591665	UNC30593396	20	59760984	59954429	chr19	6.86171966007007
6021	6040	UNC30593610	JAX00481805	20	59976165	60101933	chr19	6.86313991947071
6041	6060	UNC30594905	JAX00481831	20	60117731	60241091	chr19	6.8672378345032
6061	6080	JAX00481836	JAX00090562	20	60247202	60455180	chr19	6.87528327165438
6081	6100	JAX00481866	JAX00090577	20	60458733	60651812	chr19	6.87513442354437
6101	6120	JAX00090578	JAX00090592	20	60669645	60843712	chr19	6.86846381018988
6121	6140	JAX00481941	UNC30603546	20	60852095	61063492	chr19	6.86525306971243
1	20	JAX00723415	JAX00708567	20	4990476	5390415	chrX	5.75328906774863
21	40	JAX00708569	JAX00708606	20	5394705	5760337	chrX	5.75366685748368
41	60	JAX00176689	JAX00176708	20	5781281	6014202	chrX	5.84512361903779
61	80	UNC30612242	JAX00708665	20	6030804	6230808	chrX	5.73937581180655
81	100	UNC30613748	UNC30615721	20	6262237	6596917	chrX	5.44750290870515
101	120	JAX00708707	JAX00708733	20	6621294	6836055	chrX	5.46206240781498
121	140	JAX00176766	JAX00708760	20	6838509	7048799	chrX	5.46876874669374
141	160	UNC30619621	JAX00176800	20	7048950	7282808	chrX	5.46578027120122
161	180	JAX00708796	JAX00708831	20	7294058	7532964	chrX	5.45977295207732
181	200	JAX00708833	JAX00708849	20	7533872	7746035	chrX	5.44997929529939
201	220	JAX00708851	JAX00176858	20	7751967	8087518	chrX	5.44656466069258
221	240	JAX00708892	JAX00176891	20	8125183	8522325	chrX	5.39547185888549
241	260	UNC30629137	JAX00708967	20	8528554	8810552	chrX	5.31276049177661
261	280	JAX00176913	JAX00176934	20	8813981	9066979	chrX	5.33097553816545
281	300	JAX00176935	JAX00176957	20	9067130	9414913	chrX	5.35580261478099
301	320	UNC30635548	JAX00709062	20	9417433	9643855	chrX	5.31790199310561
321	340	JAX00176975	JAX00176996	20	9647791	9918771	chrX	5.30197508283232
341	360	JAX00709094	JAX00177012	20	9919462	10123871	chrX	5.42444432756201
361	380	JAX00177013	JAX00709142	20	10124147	10354146	chrX	5.49372008522832
381	400	JAX00177030	JAX00709164	20	10358582	10510549	chrX	5.58929994608211
401	420	JAX00177042	JAX00709184	20	10524898	10714149	chrX	5.61972344889328
421	440	JAX00177056	backupUNC200310334	20	10718419	10821928	chrX	6.16227636353777
441	460	UNC30648264	UNC30649432	20	10828923	10985261	chrX	6.8168577053027
461	480	JAX00709228	JAX00709257	20	10992798	11211687	chrX	6.8543567982147
481	500	JAX00709260	JAX00177115	20	11227863	11493357	chrX	6.94908894717799
501	520	UNC30653765	JAX00709330	20	11511311	11824751	chrX	7.04256599097848
521	540	JAX00709338	JAX00238595	20	11857328	12077017	chrX	7.66839310102876
541	560	JAX00177160	JAX00238601	20	12083946	12338170	chrX	8.62058005138952
561	580	JAX00177180	JAX00709442	20	12352521	12677648	chrX	8.82744249551495
581	600	UNC30664552	JAX00709471	20	12678084	12935603	chrX	8.77272850403389
601	620	JAX00709473	JAX00709504	20	12948930	13196995	chrX	8.62731749893842
621	640	JAX00177244	JAX00709546	20	13198774	13517866	chrX	8.59891010767773
641	660	JAX00177269	JAX00177290	20	13557138	13834726	chrX	8.58851366378494
661	680	JAX00709567	JAX00709591	20	13858408	14209263	chrX	8.5733157593059
681	700	JAX00177321	JAX00709622	20	14236612	14507131	chrX	8.56360863404974
701	720	JAX00177340	JAX00709647	20	14522227	14795788	chrX	8.55684812650534
721	740	JAX00177360	JAX00177373	20	14799384	14960746	chrX	8.55223122674155
741	760	JAX00709670	JAX00709702	20	14995810	15327201	chrX	8.54815143247206
761	780	JAX00709703	JAX00177430	20	15327345	15725250	chrX	8.53292957460576
781	800	JAX00709727	JAX00177453	20	15727217	16041194	chrX	8.52803758799341
801	820	JAX00177456	JAX00238658	20	16079704	16313033	chrX	8.52291968853582
821	840	JAX00177472	JAX00177500	20	16324547	16675913	chrX	8.52320149750274
841	860	JAX00709810	JAX00177514	20	16707952	16876491	chrX	8.51987992081332
861	880	JAX00177517	UNC30696808	20	16925629	17172031	chrX	8.49226109456816
881	900	JAX00709853	JAX00177561	20	17185624	17513618	chrX	8.48704863330732
901	920	JAX00709883	JAX00177583	20	17514072	17838234	chrX	8.47834401697059
921	940	JAX00709907	JAX00709935	20	17858558	18240722	chrX	8.50133292442315
941	960	JAX00709936	JAX00709962	20	18282777	18562688	chrX	8.55034946929814
961	980	JAX00709964	JAX00709998	20	18563182	18959313	chrX	8.55964493919226
981	1000	JAX00177661	UNC30711880	20	18959892	19237611	chrX	8.56699802666606
1001	1020	JAX00177684	JAX00177716	20	19269243	19683934	chrX	8.56613379832651
1021	1040	JAX00238701	JAX00238708	20	19707970	20008402	chrX	8.55412236663288
1041	1060	JAX00238709	UNC30719599	20	20008437	20335912	chrX	8.54566976243804
1061	1080	JAX00177765	UNC30721793	20	20359038	20570894	chrX	8.54693717377873
1081	1100	UNC30721931	JAX00710171	20	20585461	20944120	chrX	8.54154973770742
1101	1120	JAX00177810	JAX00238734	20	20961721	21146724	chrX	8.53858979238228
1121	1140	UNC30726384	JAX00238742	20	21154619	21588770	chrX	8.53197722964459
1141	1160	JAX00238744	JAX00710234	20	21636482	21820269	chrX	8.52120041049611
1161	1180	JAX00177877	JAX00710253	20	21832941	22180480	chrX	8.39261842641199
1181	1200	JAX00710260	JAX00177927	20	22219205	22518587	chrX	8.37777518424927
1201	1220	JAX00710294	JAX00177950	20	22535940	22815190	chrX	8.50093842765726
1221	1240	JAX00238762	JAX00177965	20	22883456	33322814	chrX	8.3189528532946
1241	1260	JAX00177966	UNC30742350	20	33322856	33548080	chrX	8.12822765596519
1261	1280	JAX00177985	JAX00710379	20	33564883	33841669	chrX	8.10762296804892
1281	1300	JAX00178005	JAX00710404	20	33842696	34110497	chrX	8.1005729240351
1301	1320	JAX00178025	JAX00710426	20	34122802	34324388	chrX	8.1001380142226
1321	1340	JAX00178040	JAX00710451	20	34328715	34572421	chrX	6.95302746230751
1341	1360	JAX00178061	JAX00710475	20	34609699	35217387	chrX	6.95010519009949
1361	1380	JAX00710476	UNC30751841	20	35218107	35550557	chrX	6.94999436995707
1381	1400	JAX00710510	JAX00710533	20	35593115	35872187	chrX	6.9659753003289
1401	1420	JAX00178137	JAX00178164	20	35878071	36251581	chrX	6.88190780595993
1421	1440	JAX00178166	JAX00710593	20	36252886	36621087	chrX	6.87645005048953
1441	1460	JAX00178194	JAX00178224	20	36661768	37049126	chrX	6.8709924703586
1461	1480	JAX00710613	JAX00178252	20	37053861	37524562	chrX	6.87498281485701
1481	1500	JAX00710655	JAX00178276	20	37524732	37849862	chrX	6.8591881820043
1501	1520	JAX00710680	JAX00178309	20	37867371	38290070	chrX	6.8698772939536
1521	1540	JAX00710712	JAX00178327	20	38340028	38567562	chrX	6.85250543650528
1541	1560	UNC30765220	JAX00710756	20	38580926	38860436	chrX	6.87864427008642
1561	1580	JAX00710757	UNC30767845	20	38864901	39198643	chrX	6.89598628556091
1581	1600	JAX00710787	JAX00178399	20	39203490	39567432	chrX	6.94351658870228
1601	1620	JAX00178401	JAX00710849	20	39570470	40019896	chrX	7.00644191083431
1621	1640	JAX00710850	JAX00710875	20	40026562	40390236	chrX	6.8717271568518
1641	1660	JAX00710876	JAX00710899	20	40392187	40750120	chrX	6.89022024850073
1661	1680	JAX00178490	JAX00178516	20	40766810	41174857	chrX	6.97281657884448
1681	1700	JAX00710929	JAX00178544	20	41179612	41566873	chrX	6.96591129577068
1701	1720	UNC200390801	JAX00178575	20	41579040	41962332	chrX	6.97484013291705
1721	1740	JAX00178576	JAX00178609	20	41979387	42447315	chrX	6.97662833891986
1741	1760	JAX00178610	UNC30786585	20	42534708	43120826	chrX	7.19511635991198
1761	1780	JAX00178652	JAX00711069	20	43140512	43709740	chrX	6.94989661245069
1781	1800	UNC30789410	JAX00178718	20	43716581	44124579	chrX	6.84089377796176
1801	1820	JAX00178720	UNC30793694	20	44131773	44498068	chrX	6.79862278051749
1821	1840	JAX00711129	JAX00178768	20	44513500	44771056	chrX	6.88136175445811
1841	1860	JAX00711152	UNC30796800	20	44788119	45190269	chrX	7.1506296234687
1861	1880	JAX00711184	JAX00711213	20	45195207	45425281	chrX	7.17703097657555
1881	1900	JAX00711214	JAX00178831	20	45443960	45610318	chrX	7.39904108570411
1901	1920	JAX00178832	JAX00711268	20	45646578	45837948	chrX	8.06395538137476
1921	1940	JAX00178847	JAX00711292	20	45843330	46090851	chrX	8.11102174652107
1941	1960	JAX00711293	JAX00711318	20	46091123	46392213	chrX	7.94099875732763
1961	1980	JAX00711320	JAX00178909	20	46393688	46646137	chrX	7.79911185695962
1981	2000	UNC30808641	JAX00178935	20	46660597	46998150	chrX	7.78322905971981
2001	2020	JAX00178936	JAX00711412	20	47024515	47322780	chrX	7.7906645004913
2021	2040	JAX00711413	UNC30814265	20	47323100	47597449	chrX	7.82727283283282
2041	2060	JAX00711437	UNC30817406	20	47642976	48044595	chrX	7.84503837518689
2061	2080	JAX00711475	JAX00711495	20	48054218	48316525	chrX	7.84439538773298
2081	2100	UNC30819468	UNC30820593	20	48320880	48641663	chrX	7.84222789469119
2101	2120	JAX00711520	JAX00711551	20	48683555	48989382	chrX	7.8400501431564
2121	2140	JAX00179082	UNC30824054	20	49008855	49240840	chrX	7.85223948554747
2141	2160	JAX00179101	UNC30825576	20	49257008	49427295	chrX	7.85247082169616
2161	2180	JAX00179117	JAX00711641	20	49460298	49682727	chrX	7.78579144867954
2181	2200	JAX00179134	JAX00179152	20	49684822	49909117	chrX	7.25822840374793
2201	2220	UNC30829501	JAX00179161	20	49912011	50047551	chrX	7.19328008963047
2221	2240	JAX00711697	UNC30832315	20	50059128	50278549	chrX	7.37966670372271
2241	2260	UNC200012440	UNC30833830	20	50279697	50459381	chrX	7.21108619078467
2261	2280	UNC30833889	JAX00711786	20	50468094	50739451	chrX	7.29215125887985
2281	2300	JAX00711788	UNC30837631	20	50753410	51094448	chrX	6.90389254443538
2301	2320	JAX00711824	JAX00711889	20	51099883	53175735	chrX	5.80349547636282
2321	2340	JAX00711890	JAX00711943	20	53196410	53727565	chrX	5.27085805838851
2341	2360	JAX00711945	JAX00179349	20	53734301	54016143	chrX	5.1243092531678
2361	2380	JAX00179351	JAX00179365	20	54042696	54226858	chrX	5.05576322452822
2381	2400	JAX00712008	JAX00712029	20	54227008	54405454	chrX	4.99855951420857
2401	2420	JAX00712035	JAX00712076	20	54436623	54774610	chrX	4.92338450390237
2421	2440	JAX00179404	JAX00712109	20	54776944	55053566	chrX	4.89225369805203
2441	2460	JAX00179428	JAX00712130	20	55089926	55228280	chrX	4.82641485380601
2461	2480	JAX00712132	JAX00179459	20	55231614	55489018	chrX	4.76821559227763
2481	2500	JAX00179460	UNC30859684	20	55489895	55859303	chrX	4.76740774878467
2501	2520	JAX00712204	JAX00712239	20	55913622	56228442	chrX	4.76630052804093
2521	2540	JAX00712240	JAX00179535	20	56228826	56488675	chrX	4.76551925845714
2541	2560	UNC30865157	JAX00712288	20	56507339	56702595	chrX	4.76551130499649
2561	2580	JAX00712289	JAX00179569	20	56702617	56968808	chrX	4.76887053638793
2581	2600	UNC30868575	UNC30870374	20	56969064	57252913	chrX	4.76808202889309
2601	2620	JAX00712346	JAX00712370	20	57254120	57548348	chrX	4.7667718130977
2621	2640	UNC30872863	JAX00179636	20	57602074	57935598	chrX	4.75772513899259
2641	2660	JAX00712402	JAX00712443	20	57953441	58373679	chrX	4.7611260723068
2661	2680	JAX00712446	JAX00712475	20	58395289	58746709	chrX	4.76197958577017
2681	2700	JAX00712476	JAX00179727	20	58753605	59147544	chrX	4.7604632645445
2701	2720	JAX00179730	JAX00179752	20	59177861	59491396	chrX	4.75893909709429
2721	2740	JAX00179753	JAX00712559	20	59492211	59743827	chrX	4.75489363679899
2741	2760	JAX00712564	JAX00179800	20	59770468	60115610	chrX	4.75345992987318
2761	2780	JAX00712597	JAX00712632	20	60172027	60456523	chrX	4.74963617417734
2781	2800	JAX00712633	JAX00179862	20	60461038	60937280	chrX	4.78948764322441
2801	2820	backupUNC200093900	JAX00179880	20	60963661	61178578	chrX	4.7332208336977
2821	2840	JAX00712691	JAX00179913	20	61186828	61616996	chrX	4.73230637097926
2841	2860	JAX00712734	JAX00712767	20	61701912	61944490	chrX	4.73585104972891
2861	2880	JAX00712768	JAX00712803	20	61946447	62306494	chrX	4.73046628627893
