from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
561	580	JAX00393244	JAX00393282	20	10622900	10747574	chr15	0.0427755393440242	0.945	1.005
581	600	UNC25027637	UNC25029978	20	10749162	10883991	chr15	0.0507598782969746	0.945	1.005
601	620	JAX00393327	JAX00393369	20	10887677	11095901	chr15	0.0796136509004641	0.9	1.005
621	640	JAX00393372	JAX00058955	20	11098715	11297938	chr15	0.0606252828944686	0.935	1.005
641	660	JAX00393425	UNC25039712	20	11301892	11435297	chr15	0.0490512628669854	0.945	1.005
661	680	JAX00393477	JAX00393519	20	11460516	11652523	chr15	0.0452169507900526	0.945	1.005
681	700	UNC25042878	UNC25045686	20	11654962	11866204	chr15	0.0400030903389904	0.95	1.005
701	720	JAX00393562	JAX00393597	20	11881828	12017157	chr15	0.0459052683831724	0.945	1.005
721	740	JAX00393599	JAX00059024	20	12032747	12209927	chr15	0.0628503560378906	0.925	1.005
741	760	JAX00393649	JAX00393683	20	12210641	12365059	chr15	0.0577632723907317	0.92	1.005
761	780	JAX00393685	JAX00393738	20	12369129	12545501	chr15	0.0752904308230975	0.905	1.005
781	800	JAX00393739	JAX00393798	20	12545536	12715755	chr15	0.0501293584802913	0.935	1.005
801	820	JAX00393805	JAX00393849	20	12724428	12833769	chr15	0.0527847227461923	0.93	1.005
821	840	JAX00393850	JAX00393900	20	12834005	12961070	chr15	0.054474372748217	0.93	1.005
841	860	JAX00393905	JAX00206361	20	12965759	13052651	chr15	0.0561264238086763	0.93	1.005
861	880	JAX00393936	UNC25064466	20	13053807	13176234	chr15	0.0521855325749564	0.93	1.005
881	900	JAX00393989	JAX00394023	20	13176746	13323492	chr15	0.0527344133370976	0.93	1.005
901	920	JAX00059108	JAX00394080	20	13324730	13702888	chr15	0.0572915287055706	0.915	1.005
921	940	JAX00394081	JAX00059145	20	13704406	13839979	chr15	0.0552986786324576	0.925	1.005
941	960	UNC25072604	JAX00394144	20	13844179	14077039	chr15	0.0631981914429892	0.92	1.005
961	980	JAX00394156	JAX00394182	20	14148945	14349869	chr15	0.0663097443822849	0.92	1.005
981	1000	JAX00059185	JAX00059209	20	14370047	14674414	chr15	0.0565101806985198	0.91	1.005
1001	1020	JAX00059210	JAX00059244	20	14692329	15174836	chr15	0.0701402364252908	0.905	1.005
1021	1040	JAX00059249	JAX00059275	20	15206219	15565259	chr15	0.0788579510320542	0.89	1.005
1041	1060	JAX00059276	JAX00394402	20	15565415	15906105	chr15	0.0693684678519418	0.905	1.005
1061	1080	JAX00394403	JAX00394444	20	15969166	16301077	chr15	0.0760051932907058	0.9	1.005
1081	1100	JAX00394445	JAX00059344	20	16301462	16485011	chr15	0.0610141439636328	0.92	1.005
1101	1120	JAX00394479	JAX00394507	20	16504390	16687076	chr15	0.0312821116681322	0.95	1.005
1121	1140	JAX00394509	JAX00394536	20	16690994	16876104	chr15	0.0169691942478588	0.975	1.005
1141	1160	JAX00394538	UNC25116544	20	16886735	17171547	chr15	0.0114862059388324	0.985	1.005
1161	1180	JAX00059399	JAX00394644	20	17221237	17534095	chr15	0.0108357689121681	0.985	1.005
1181	1200	JAX00394646	JAX00394718	20	17556354	17861896	chr15	0.0100780398399086	0.985	1.005
1201	1220	UNC25127708	UNC25132993	20	17862006	18239434	chr15	0.0104382100673147	0.985	1.005
1221	1240	JAX00059478	JAX00394837	20	18285904	18458633	chr15	0.0120486441748114	0.985	1.005
1241	1260	UNC25136469	JAX00059514	20	18465747	18749677	chr15	0.0118678965061848	0.985	1.005
1261	1280	UNC25140152	JAX00059527	20	18772947	18931136	chr15	0.00541214543012481	0.995	1.005
1281	1300	JAX00059528	JAX00394964	20	18931750	19115018	chr15	0.00672028861992906	0.99	1.005
1301	1320	JAX00394969	JAX00059559	20	19137192	19352135	chr15	0.0174773603919728	0.975	1.005
1321	1340	JAX00395015	JAX00059597	20	19352465	19837378	chr15	0.0124076154193694	0.985	1.005
1341	1360	JAX00059598	JAX00395128	20	19899777	20232417	chr15	0.0113444728031405	0.985	1.005
1361	1380	JAX00395129	JAX00206507	20	20235121	20631806	chr15	0.0117592772849784	0.985	1.005
1381	1400	JAX00206508	JAX00395231	20	20631843	20811193	chr15	0.018762838471646	0.97	1.005
1401	1420	JAX00395232	JAX00059689	20	20814849	21072564	chr15	0.0285191427656264	0.97	1.005
1421	1440	JAX00059690	UNC25171468	20	21084617	21335962	chr15	0.0230701934528159	0.98	1.005
1441	1460	JAX00059708	backupUNC150056097	20	21337241	21696592	chr15	0.0250347452298896	0.97	1.005
1461	1480	JAX00395373	JAX00395415	20	21714657	22117614	chr15	0.018336946612798	0.97	1.005
1481	1500	JAX00395417	JAX00395455	20	22131354	22399584	chr15	0.0300028700422502	0.96	1.005
1501	1520	JAX00395465	JAX00059810	20	22433915	22690326	chr15	0.0463646940663345	0.925	1.005
1521	1540	JAX00059813	JAX00395553	20	22731687	22860441	chr15	0.0797488110680108	0.86	1.005
1541	1560	JAX00395559	JAX00395603	20	22918149	23179771	chr15	0.100812831922994	0.84	1.005
1561	1580	JAX00206556	JAX00395637	20	23197330	23428809	chr15	0.103441420188124	0.84	1.005
1581	1600	JAX00059862	JAX00206570	20	23443898	23708353	chr15	0.115752843780251	0.805	1.005
1601	1620	JAX00395671	JAX00395707	20	23719149	24059165	chr15	0.147610752642228	0.78	1.005
1621	1640	JAX00059909	JAX00395749	20	24059612	24417784	chr15	0.150846056699394	0.76	1.005
1641	1660	JAX00059937	JAX00395793	20	24430042	24706263	chr15	0.142825992411589	0.78	1.005
1661	1680	UNC25206573	JAX00059983	20	24744985	25047176	chr15	0.133197295577744	0.785	1.005
1681	1700	JAX00395857	JAX00395894	20	25058372	25272091	chr15	0.12514802397535	0.78	1.005
1701	1720	JAX00395899	JAX00395979	20	25274838	25428275	chr15	0.130049983778294	0.78	1.005
1721	1740	JAX00395980	JAX00396042	20	25428627	25589758	chr15	0.119019566194291	0.815	1.005
1741	1760	UNC25219686	JAX00396083	20	25597292	25733020	chr15	0.119399161197889	0.825	1.005
1761	1780	UNC25222156	UNC25224676	20	25743291	25922583	chr15	0.10760214276782	0.825	1.005
1781	1800	JAX00396115	JAX00396137	20	25931128	26081151	chr15	0.129102921174839	0.815	1.005
1801	1820	JAX00060061	JAX00396177	20	26089855	26273909	chr15	0.146651577954006	0.785	1.005
1821	1840	JAX00060076	JAX00396205	20	26278602	26489780	chr15	0.161785445893148	0.765	1.005
1841	1860	JAX00396207	JAX00396242	20	26492660	26611824	chr15	0.144562049164659	0.78	1.005
1861	1880	JAX00060101	JAX00060119	20	26623118	26846363	chr15	0.11965280303341	0.81	1.005
1881	1900	JAX00396266	UNC25241266	20	26861358	27010413	chr15	0.108068856539748	0.825	1.005
1901	1920	UNC25241375	UNC25244437	20	27019383	27251059	chr15	0.133133055472063	0.795	1.005
1921	1940	JAX00060149	JAX00060167	20	27260615	27484558	chr15	0.124519680594337	0.805	1.005
1941	1960	JAX00060168	JAX00396386	20	27514290	27697124	chr15	0.108994706344176	0.825	1.005
1961	1980	JAX00396388	UNC25255086	20	27701785	27892956	chr15	0.133119958485386	0.805	1.005
1981	2000	JAX00396423	JAX00396448	20	27895989	28136215	chr15	0.121424624622992	0.815	1.005
2001	2020	JAX00396452	JAX00060239	20	28179461	28449998	chr15	0.125197327102949	0.81	1.005
2021	2040	UNC150504609	JAX00396525	20	28456301	28731625	chr15	0.125803608087154	0.795	1.005
2041	2060	JAX00396529	JAX00060281	20	28740569	29017925	chr15	0.12164872433923	0.8	1.005
2061	2080	JAX00396556	JAX00396603	20	29025500	29207096	chr15	0.157425494748416	0.78	1.005
2081	2100	JAX00396609	JAX00396640	20	29230156	29460855	chr15	0.157556615336711	0.785	1.005
2101	2120	JAX00396644	JAX00060330	20	29496036	29685557	chr15	0.155238687852094	0.765	1.005
2121	2140	UNC25280981	UNC25283948	20	29710188	29945149	chr15	0.125237083868254	0.78	1.005
2141	2160	JAX00060354	JAX00060364	20	29985933	30131856	chr15	0.0906401236624375	0.83	1.005
2161	2180	JAX00396732	JAX00396756	20	30135286	30209908	chr15	0.0880347450374455	0.825	1.005
2181	2200	UNC25287599	JAX00396807	20	30213351	30346067	chr15	0.0871097294576272	0.83	1.005
2201	2220	JAX00396808	UNC25292118	20	30346912	30443351	chr15	0.0859027260391421	0.83	1.005
2221	2240	UNC25292618	JAX00206712	20	30472459	30579320	chr15	0.0848151775022645	0.83	1.005
2241	2260	JAX00206713	UNC25296955	20	30579392	30707072	chr15	0.0826961918812982	0.835	1.005
2261	2280	JAX00396921	JAX00396947	20	30709106	30823966	chr15	0.117152252268632	0.79	1.005
2281	2300	UNC25299144	JAX00060437	20	30828149	31082615	chr15	0.118830111174601	0.79	1.005
2301	2320	JAX00396989	UNC25306893	20	31083085	31264936	chr15	0.130427895834769	0.76	1.005
2321	2340	UNC150082801	JAX00397099	20	31269406	31513274	chr15	0.155303100263541	0.72	1.005
2341	2360	JAX00060469	JAX00397147	20	31528935	31752919	chr15	0.155716054419837	0.72	1.005
2361	2380	JAX00397148	JAX00397182	20	31753241	31901618	chr15	0.147982725332671	0.73	1.005
2381	2400	UNC25316110	UNC25317992	20	31926645	32039763	chr15	0.137976747546721	0.755	1.005
2401	2420	JAX00060507	JAX00397263	20	32047789	32134938	chr15	0.137996002575155	0.755	1.005
2421	2440	UNC25319646	JAX00397308	20	32150262	32266074	chr15	0.148900884205644	0.73	1.005
2441	2460	JAX00060525	JAX00397342	20	32283263	32422682	chr15	0.169004080657566	0.72	1.005
2461	2480	JAX00397345	JAX00397387	20	32447402	32574595	chr15	0.155605042153643	0.74	1.005
2481	2500	JAX00397388	JAX00397430	20	32582837	32743580	chr15	0.154835046113127	0.74	1.005
2501	2520	JAX00060563	JAX00397490	20	32769787	33016275	chr15	0.144442990356603	0.74	1.005
2521	2540	JAX00397497	JAX00397548	20	33077319	33284594	chr15	0.0714221956951902	0.855	1.005
2541	2560	JAX00060603	JAX00060626	20	33313285	33617854	chr15	0.0577564219083056	0.895	1.005
2561	2580	JAX00397600	JAX00397652	20	33629793	33928954	chr15	0.0644234361375971	0.89	1.005
2581	2600	JAX00397660	UNC150107299	20	33978201	34103577	chr15	0.0891937149101237	0.85	1.005
2601	2620	JAX00060663	JAX00060681	20	34115145	34358413	chr15	0.109160925939788	0.805	1.005
2621	2640	JAX00060683	UNC25352131	20	34366216	34597823	chr15	0.112525561925422	0.795	1.005
2641	2660	JAX00060704	JAX00397801	20	34643321	34845139	chr15	0.106068390788891	0.815	1.005
2661	2680	JAX00397805	JAX00397825	20	34860325	35072903	chr15	0.0943475444765019	0.83	1.005
2681	2700	JAX00060735	JAX00397842	20	35074466	35257540	chr15	0.0952791082133789	0.84	1.005
2701	2720	JAX00397843	JAX00060768	20	35259185	35526145	chr15	0.103107948902893	0.825	1.005
2721	2740	UNC25360933	UNC25363485	20	35527192	35818595	chr15	0.0993917157565689	0.83	1.005
2741	2760	JAX00397911	UNC25366339	20	35832153	36076292	chr15	0.0987568134113836	0.83	1.005
2761	2780	JAX00060811	JAX00397976	20	36085750	36252243	chr15	0.10286910369696	0.83	1.005
2781	2800	UNC25369121	JAX00398030	20	36270177	36435976	chr15	0.112349800591038	0.8	1.005
2801	2820	JAX00398032	JAX00206779	20	36464340	36691872	chr15	0.123696794915414	0.785	1.005
2821	2840	JAX00060856	JAX00398105	20	36693846	36890842	chr15	0.106127771046428	0.805	1.005
2841	2860	JAX00398107	JAX00398154	20	36912334	37053983	chr15	0.265027625272312	0.59	1.005
2861	2880	JAX00398164	JAX00398209	20	37061798	37297813	chr15	0.365574468419755	0.46	1.005
2881	2900	UNC25386338	JAX00398248	20	37303012	37508203	chr15	0.546862956634457	0.3	1.005
2901	2920	JAX00206791	JAX00398284	20	37521155	37735299	chr15	0.110642760482712	0.82	1.005
2921	2940	JAX00060936	backupJAX00398324	20	37761604	38019090	chr15	0.0517040296076661	0.905	1.005
2941	2960	UNC25395553	JAX00060982	20	38025721	38377412	chr15	0.08410220900067	0.86	1.005
2961	2980	JAX00398380	UNC25403613	20	38383604	38584800	chr15	0.125057324088472	0.795	1.005
2981	3000	JAX00398420	UNC150137904	20	38594653	38774577	chr15	0.0650269828065134	0.875	1.005
3001	3020	UNC25406393	JAX00398501	20	38787418	38988570	chr15	0.0751472222526054	0.87	1.005
3021	3040	JAX00061029	JAX00398530	20	39011849	39165408	chr15	0.136537210628384	0.785	1.005
3041	3060	JAX00061041	JAX00061061	20	39187377	39434818	chr15	0.130839336759231	0.79	1.005
3061	3080	JAX00061062	JAX00398623	20	39454030	39608550	chr15	0.102064617045165	0.835	1.005
3081	3100	JAX00398629	JAX00061083	20	39624355	39724604	chr15	0.0955017020350308	0.835	1.005
3101	3120	JAX00398677	JAX00398728	20	39729557	39878753	chr15	0.140247704151318	0.78	1.005
3121	3140	JAX00398729	JAX00398764	20	39879672	39999025	chr15	0.138025838538416	0.775	1.005
3141	3160	JAX00061106	JAX00398809	20	40021949	40316619	chr15	0.0564085191120103	0.89	1.005
3161	3180	JAX00398813	JAX00061147	20	40361591	40582232	chr15	0.040207132125196	0.925	1.005
3181	3200	JAX00061149	JAX00398890	20	40613806	40857095	chr15	0.0946617585043052	0.875	1.005
3201	3220	JAX00061169	UNC25436543	20	40864336	41023422	chr15	0.0897306795404784	0.88	1.005
3221	3240	JAX00398925	JAX00398970	20	41023643	41249601	chr15	0.0888635460609098	0.86	1.005
3241	3260	JAX00061197	JAX00061214	20	41250380	41457127	chr15	0.099140433420696	0.835	1.005
3261	3280	JAX00399019	JAX00061229	20	41458529	41670923	chr15	0.149468773255087	0.71	1.005
3281	3300	JAX00399050	JAX00399095	20	41678385	41895564	chr15	0.165797536230918	0.675	1.005
3301	3320	JAX00061246	JAX00061258	20	41898649	42078326	chr15	0.17329490160347	0.66	1.005
3321	3340	UNC25455169	JAX00399188	20	42088140	42260223	chr15	0.17129146559407	0.66	1.005
3341	3360	JAX00399190	JAX00399229	20	42264243	42447511	chr15	0.174089862839107	0.665	1.005
3361	3380	JAX00399230	JAX00399269	20	42447568	42622325	chr15	0.200843626458445	0.66	1.005
3381	3400	JAX00399271	UNC25464603	20	42622973	42794247	chr15	0.194508802301896	0.665	1.005
3401	3420	JAX00061313	JAX00399344	20	42797773	42969839	chr15	0.177755360824847	0.705	1.005
3421	3440	UNC25466668	JAX00061340	20	42979948	43157060	chr15	0.16841650834587	0.74	1.005
3441	3460	JAX00061341	UNC25470110	20	43179736	43366501	chr15	0.145441184437144	0.79	1.005
3461	3480	JAX00399400	JAX00399451	20	43373656	43682745	chr15	0.144145993245261	0.79	1.005
3481	3500	JAX00399453	JAX00399507	20	43683114	44017664	chr15	0.142529386832302	0.79	1.005
3501	3520	JAX00399511	JAX00061417	20	44023645	44183403	chr15	0.141062774588495	0.79	1.005
3521	3540	JAX00061418	JAX00399584	20	44189796	44400672	chr15	0.139994900843352	0.79	1.005
3541	3560	JAX00061435	JAX00399613	20	44406853	44632780	chr15	0.137039153876993	0.795	1.005
3561	3580	UNC25483860	JAX00061466	20	44633788	44825248	chr15	0.135477778465111	0.795	1.005
3581	3600	JAX00061469	JAX00399686	20	44863893	45003582	chr15	0.134263965765223	0.795	1.005
3601	3620	JAX00061481	JAX00061499	20	45016289	45256848	chr15	0.122237575026509	0.81	1.005
3621	3640	JAX00061500	JAX00399751	20	45288435	45507354	chr15	0.127884570939407	0.805	1.005
3641	3660	UNC25495745	JAX00061536	20	45544591	45764454	chr15	0.129821869550456	0.8	1.005
3661	3680	JAX00399812	JAX00399857	20	45919333	46241163	chr15	0.0894662657501679	0.84	1.005
3681	3700	JAX00399858	JAX00399910	20	46242220	46636813	chr15	0.0880104749412194	0.84	1.005
3701	3720	JAX00399913	JAX00061630	20	46638078	47026903	chr15	0.0870796717269973	0.84	1.005
3721	3740	JAX00061631	JAX00400023	20	47034036	47478465	chr15	0.0907247395064601	0.84	1.005
3741	3760	JAX00061663	JAX00400064	20	47493590	47758981	chr15	0.0897850057627872	0.845	1.005
3761	3780	JAX00061684	JAX00400125	20	47766268	48286999	chr15	0.0849949644509318	0.87	1.005
3781	3800	JAX00061723	JAX00061746	20	48301379	48577325	chr15	0.0853770803424788	0.855	1.005
3801	3820	JAX00400177	JAX00400241	20	48585823	48896147	chr15	0.084405137365136	0.855	1.005
3821	3840	JAX00400247	JAX00400294	20	48902364	49148118	chr15	0.0848860334305372	0.855	1.005
3841	3860	JAX00400295	UNC25554761	20	49148207	49444215	chr15	0.0990697163448024	0.84	1.005
3861	3880	UNC150186120	UNC25562942	20	49479959	49909409	chr15	0.0997268982529418	0.84	1.005
3881	3900	JAX00400439	JAX00061863	20	49909966	50139628	chr15	0.0984950719731387	0.845	1.005
3901	3920	JAX00400489	JAX00061875	20	50139671	50305974	chr15	0.0961192198024444	0.855	1.005
3921	3940	JAX00400532	JAX00061888	20	50306093	50487553	chr15	0.0954679485884558	0.855	1.005
3941	3960	JAX00400563	backupUNC150188755	20	50496070	50627222	chr15	0.0937534132393576	0.86	1.005
3961	3980	JAX00400615	JAX00061907	20	50642930	50742777	chr15	0.0749318204708662	0.89	1.005
3981	4000	JAX00061908	JAX00400695	20	50744068	50939898	chr15	0.0785724957735232	0.88	1.005
4001	4020	JAX00061923	JAX00400738	20	50941202	51202354	chr15	0.07757102255684	0.88	1.005
4021	4040	UNC25578382	UNC25581065	20	51204023	51400321	chr15	0.0782921717381837	0.875	1.005
4041	4060	JAX00400784	JAX00400825	20	51425155	51596593	chr15	0.139906273218229	0.775	1.005
4061	4080	JAX00400833	JAX00400884	20	51609538	51750689	chr15	0.263341194848569	0.555	1.005
4081	4100	UNC25586381	JAX00062008	20	51769990	52096507	chr15	0.277725485256164	0.515	1.005
4101	4120	JAX00062009	JAX00400977	20	52096592	52251032	chr15	0.330733438142706	0.46	1.005
4121	4140	JAX00400981	JAX00062038	20	52258307	52487056	chr15	0.312428012072564	0.485	1.005
4141	4160	UNC25596219	JAX00062059	20	52504995	52764976	chr15	0.309867025249649	0.485	1.005
4161	4180	JAX00062061	JAX00401101	20	52772652	52981284	chr15	0.322457601534284	0.485	1.005
4181	4200	JAX00401103	UNC25606767	20	52987147	53278352	chr15	0.323962985970851	0.46	1.005
4201	4220	JAX00062098	JAX00062111	20	53282140	53448482	chr15	0.324334939486911	0.46	1.005
4221	4240	JAX00401191	JAX00062119	20	53452426	53562491	chr15	0.324539269780768	0.46	1.005
4241	4260	JAX00401228	JAX00062135	20	53578071	53793295	chr15	0.333972069100997	0.44	1.005
4261	4280	UNC25614010	UNC25616733	20	53827332	54046135	chr15	0.334034350572471	0.44	1.005
4281	4300	JAX00401329	JAX00401367	20	54073833	54222803	chr15	0.333788810908166	0.44	1.005
4301	4320	JAX00401373	JAX00401414	20	54243965	54409923	chr15	0.333760443374678	0.435	1.005
4321	4340	JAX00401415	JAX00062199	20	54410145	54635544	chr15	0.338206999394331	0.45	1.005
4341	4360	JAX00401459	UNC25627880	20	54648658	54880670	chr15	0.338918647105838	0.44	1.005
4361	4380	JAX00062217	UNC25630692	20	54880747	55045295	chr15	0.340680808385944	0.45	1.005
4381	4400	JAX00401538	JAX00062251	20	55087531	55326290	chr15	0.367630211691911	0.415	1.005
4401	4420	UNC25635847	UNC25638743	20	55335863	55529144	chr15	0.224047192147874	0.605	1.005
4421	4440	JAX00401622	JAX00401652	20	55538672	55708978	chr15	0.217856446552382	0.63	1.005
4441	4460	UNC25641288	JAX00062297	20	55714388	55960533	chr15	0.244468850217752	0.57	1.005
4461	4480	JAX00401689	JAX00401713	20	55960747	56239837	chr15	0.315925631597844	0.47	1.005
4481	4500	JAX00401715	JAX00401741	20	56242937	56440315	chr15	0.311106815440243	0.475	1.005
4501	4520	JAX00401743	UNC25652125	20	56447257	56587561	chr15	0.306974129117666	0.485	1.005
4521	4540	JAX00401788	JAX00401840	20	56619671	56845286	chr15	0.302526371455032	0.505	1.005
4541	4560	JAX00401841	UNC25657902	20	56845699	57062880	chr15	0.297836147981263	0.51	1.005
4561	4580	UNC25657976	JAX00401939	20	57081186	57313675	chr15	0.265380896460312	0.54	1.005
4581	4600	JAX00062402	JAX00401990	20	57339555	57436446	chr15	0.261075798594664	0.54	1.005
4601	4620	UNC25663241	JAX00062419	20	57443407	57564203	chr15	0.256295581491458	0.54	1.005
4621	4640	JAX00402018	JAX00062435	20	57572175	57791072	chr15	0.259987683637194	0.545	1.005
4641	4660	JAX00062436	JAX00402119	20	57792170	58009616	chr15	0.322884292827433	0.48	1.005
4661	4680	JAX00062452	UNC25673370	20	58012059	58156721	chr15	0.386582894518902	0.42	1.005
4681	4700	JAX00402157	UNC25675985	20	58163974	58349269	chr15	0.387502977075232	0.42	1.005
4701	4720	JAX00402198	JAX00062489	20	58360283	58508386	chr15	0.393597037823316	0.39	1.005
4721	4740	UNC25678800	JAX00402297	20	58511191	58709920	chr15	0.376103317550632	0.42	1.005
4741	4760	JAX00402298	JAX00402330	20	58710795	58834432	chr15	0.36689674305035	0.43	1.005
4761	4780	JAX00402334	UNC25686600	20	58846187	59029752	chr15	0.378644772707645	0.42	1.005
4781	4800	JAX00402384	JAX00402437	20	59037380	59247100	chr15	0.0438788380890796	0.93	1.005
4801	4820	JAX00402439	JAX00402481	20	59257239	59366794	chr15	0.0430543590546158	0.935	1.005
4821	4840	JAX00402483	UNC25692711	20	59371894	59559557	chr15	0.0436408279451863	0.935	1.005
4841	4860	UNC25692750	JAX00062579	20	59565320	59692007	chr15	0.0527171306460428	0.89	1.005
4861	4880	UNC25694459	JAX00207228	20	59698983	59836222	chr15	0.112075847169058	0.805	1.005
4881	4900	UNC25695922	JAX00062601	20	59839955	59983695	chr15	0.108987312212213	0.805	1.005
4901	4920	UNC25698217	JAX00402676	20	59991034	60142368	chr15	0.105656318104761	0.81	1.005
